param price :=
    A Feb S234 105
    B Jan S234 112
    B Feb S234 96
    C Jan S234 110
    C Feb S234 107
    A Jan S235 114
    A Feb S235 102
    B Jan S235 111
    B Feb S235 99
    C Jan S235 92
    C Feb S235 111
    A Jan S236 116
    A Feb S236 106
    B Jan S236 109
    B Feb S236 104
    C Jan S236 108
    C Feb S236 110
    A Jan S237 116
    A Feb S237 98
    B Jan S237 112
    B Feb S237 103
    C Jan S237 103
    C Feb S237 109
    A Jan S238 115
    A Feb S238 110
    B Jan S238 118
    B Feb S238 106
    C Jan S238 105
    C Feb S238 112
    A Jan S239 117
    A Feb S239 103
    B Jan S239 111
    B Feb S239 112
    C Jan S239 107
    C Feb S239 110
    A Jan S240 114
    A Feb S240 107
    B Jan S240 112
    B Feb S240 99
    C Jan S240 97
    C Feb S240 111
    A Jan S241 115
    A Feb S241 107
    B Jan S241 112
    B Feb S241 97
    C Jan S241 105
    C Feb S241 107
    A Jan S242 114
    A Feb S242 99
    B Jan S242 110
    B Feb S242 92
    C Jan S242 98
    C Feb S242 113
    A Jan S243 115
    A Feb S243 98
    B Jan S243 114
    B Feb S243 96
    C Jan S243 110
    C Feb S243 104
    A Jan S244 115
    A Feb S244 110
    B Jan S244 111
    B Feb S244 110
    C Jan S244 98
    C Feb S244 112
    A Jan S245 116
    A Feb S245 104
    B Jan S245 111
    B Feb S245 100
    C Jan S245 103
    C Feb S245 112
    A Jan S246 114
    A Feb S246 89
    B Jan S246 112
    B Feb S246 103
    C Jan S246 106
    C Feb S246 107
    A Jan S247 115
    A Feb S247 104
    B Jan S247 112
    B Feb S247 99
    C Jan S247 105
    C Feb S247 107
    A Jan S248 115
    A Feb S248 95
    B Jan S248 113
    B Feb S248 98
    C Jan S248 112
    C Feb S248 108
    A Jan S249 115
    A Feb S249 104
    B Jan S249 112
    B Feb S249 93
    C Jan S249 105
    C Feb S249 110
    A Jan S250 116
    A Feb S250 103
    B Jan S250 110
    B Feb S250 101
    C Jan S250 102
    C Feb S250 114
    A Jan S251 114
    A Feb S251 97
    B Jan S251 109
    B Feb S251 92
    C Jan S251 106
    C Feb S251 108
    A Jan S252 116
    A Feb S252 102
    B Jan S252 111
    B Feb S252 106
    C Jan S252 105
    C Feb S252 108
    A Jan S253 115
    A Feb S253 105
    B Jan S253 110
    B Feb S253 104
    C Jan S253 100
    C Feb S253 107
    A Jan S254 115
    A Feb S254 104
    B Jan S254 112
    B Feb S254 100
    C Jan S254 109
    C Feb S254 107
    A Jan S255 116
    A Feb S255 102
    B Jan S255 116
    B Feb S255 110
    C Jan S255 97
    C Feb S255 112
    A Jan S256 114
    A Feb S256 100
    B Jan S256 112
    B Feb S256 99
    C Jan S256 106
    C Feb S256 108
    A Jan S257 116
    A Feb S257 103
    B Jan S257 112
    B Feb S257 113
    C Jan S257 101
    C Feb S257 108
    A Jan S258 115
    A Feb S258 105
    B Jan S258 116
    B Feb S258 101
    C Jan S258 106
    C Feb S258 109
    A Jan S259 115
    A Feb S259 101
    B Jan S259 112
    B Feb S259 99
    C Jan S259 109
    C Feb S259 110
    A Jan S260 114
    A Feb S260 102
    B Jan S260 110
    B Feb S260 90
    C Jan S260 110
    C Feb S260 107
    A Jan S261 113
    A Feb S261 102
    B Jan S261 114
    B Feb S261 91
    C Jan S261 102
    C Feb S261 107
    A Jan S262 114
    A Feb S262 103
    B Jan S262 113
    B Feb S262 103
    C Jan S262 102
    C Feb S262 114
    A Jan S263 116
    A Feb S263 98
    B Jan S263 113
    B Feb S263 95
    C Jan S263 108
    C Feb S263 109
    A Jan S264 116
    A Feb S264 92
    B Jan S264 114
    B Feb S264 101
    C Jan S264 99
    C Feb S264 111
    A Jan S265 114
    A Feb S265 101
    B Jan S265 112
    B Feb S265 99
    C Jan S265 101
    C Feb S265 114
    A Jan S266 117
    A Feb S266 101
    B Jan S266 115
    B Feb S266 106
    C Jan S266 105
    C Feb S266 116
    A Jan S267 116
    A Feb S267 91
    B Jan S267 116
    B Feb S267 99
    C Jan S267 106
    C Feb S267 111
    A Jan S268 115
    A Feb S268 105
    B Jan S268 111
    B Feb S268 94
    C Jan S268 107
    C Feb S268 101
    A Jan S269 115
    A Feb S269 101
    B Jan S269 111
    B Feb S269 96
    C Jan S269 109
    C Feb S269 110
    A Jan S270 116
    A Feb S270 97
    B Jan S270 111
    B Feb S270 106
    C Jan S270 101
    C Feb S270 115
    A Jan S271 116
    A Feb S271 100
    B Jan S271 112
    B Feb S271 101
    C Jan S271 110
    C Feb S271 110
    A Jan S272 117
    A Feb S272 108
    B Jan S272 110
    B Feb S272 102
    C Jan S272 114
    C Feb S272 108
    A Jan S273 115
    A Feb S273 94
    B Jan S273 111
    B Feb S273 92
    C Jan S273 107
    C Feb S273 116
    A Jan S274 116
    A Feb S274 107
    B Jan S274 114
    B Feb S274 97
    C Jan S274 109
    C Feb S274 110
    A Jan S275 115
    A Feb S275 92
    B Jan S275 113
    B Feb S275 100
    C Jan S275 107
    C Feb S275 111
    A Jan S276 116
    A Feb S276 99
    B Jan S276 110
    B Feb S276 105
    C Jan S276 108
    C Feb S276 109
    A Jan S277 117
    A Feb S277 97
    B Jan S277 109
    B Feb S277 89
    C Jan S277 109
    C Feb S277 109
    A Jan S278 116
    A Feb S278 102
    B Jan S278 110
    B Feb S278 112
    C Jan S278 106
    C Feb S278 107
    A Jan S279 114
    A Feb S279 104
    B Jan S279 112
    B Feb S279 94
    C Jan S279 107
    C Feb S279 107
    A Jan S280 116
    A Feb S280 108
    B Jan S280 109
    B Feb S280 107
    C Jan S280 105
    C Feb S280 107
    A Jan S281 116
    A Feb S281 96
    B Jan S281 117
    B Feb S281 104
    C Jan S281 108
    C Feb S281 109
    A Jan S282 117
    A Feb S282 98
    B Jan S282 113
    B Feb S282 107
    C Jan S282 109
    C Feb S282 113
    A Jan S283 115
    A Feb S283 101
    B Jan S283 107
    B Feb S283 117
    C Jan S283 100
    C Feb S283 108
    A Jan S284 116
    A Feb S284 97
    B Jan S284 112
    B Feb S284 105
    C Jan S284 112
    C Feb S284 111
    A Jan S285 118
    A Feb S285 108
    B Jan S285 112
    B Feb S285 83
    C Jan S285 110
    C Feb S285 111
    A Jan S286 116
    A Feb S286 99
    B Jan S286 114
    B Feb S286 89
    C Jan S286 114
    C Feb S286 113
    A Jan S287 115
    A Feb S287 101
    B Jan S287 113
    B Feb S287 105
    C Jan S287 104
    C Feb S287 108
    A Jan S288 115
    A Feb S288 100
    B Jan S288 114
    B Feb S288 108
    C Jan S288 102
    C Feb S288 111
    A Jan S289 115
    A Feb S289 107
    B Jan S289 113
    B Feb S289 109
    C Jan S289 107
    C Feb S289 107
    A Jan S290 116
    A Feb S290 115
    B Jan S290 112
    B Feb S290 85
    C Jan S290 106
    C Feb S290 109
    A Jan S291 116
    A Feb S291 101
    B Jan S291 110
    B Feb S291 100
    C Jan S291 104
    C Feb S291 109
    A Jan S292 116
    A Feb S292 102
    B Jan S292 108
    B Feb S292 98
    C Jan S292 108
    C Feb S292 109
    A Jan S293 114
    A Feb S293 99
    B Jan S293 115
    B Feb S293 93
    C Jan S293 109
    C Feb S293 111
    A Jan S294 117
    A Feb S294 105
    B Jan S294 113
    B Feb S294 95
    C Jan S294 111
    C Feb S294 108
    A Jan S295 115
    A Feb S295 95
    B Jan S295 113
    B Feb S295 120
    C Jan S295 102
    C Feb S295 113
    A Jan S296 116
    A Feb S296 95
    B Jan S296 112
    B Feb S296 99
    C Jan S296 105
    C Feb S296 110
    A Jan S297 115
    A Feb S297 102
    B Jan S297 111
    B Feb S297 106
    C Jan S297 113
    C Feb S297 102
    A Jan S298 117
    A Feb S298 115
    B Jan S298 111
    B Feb S298 101
    C Jan S298 104
    C Feb S298 107
    A Jan S299 115
    A Feb S299 116
    B Jan S299 112
    B Feb S299 103
    C Jan S299 101
    C Feb S299 106
    A Jan S300 117
    A Feb S300 107
    B Jan S300 112
    B Feb S300 93
    C Jan S300 109
    C Feb S300 108
    A Jan S301 113
    A Feb S301 99
    B Jan S301 113
    B Feb S301 95
    C Jan S301 105
    C Feb S301 108
    A Jan S302 115
    A Feb S302 106
    B Jan S302 112
    B Feb S302 99
    C Jan S302 107
    C Feb S302 107
    A Jan S303 117
    A Feb S303 104
    B Jan S303 113
    B Feb S303 100
    C Jan S303 118
    C Feb S303 109
    A Jan S304 116
    A Feb S304 90
    B Jan S304 112
    B Feb S304 103
    C Jan S304 111
    C Feb S304 111
    A Jan S305 115
    A Feb S305 101
    B Jan S305 113
    B Feb S305 95
    C Jan S305 107
    C Feb S305 108
    A Jan S306 116
    A Feb S306 99
    B Jan S306 111
    B Feb S306 102
    C Jan S306 108
    C Feb S306 108
    A Jan S307 114
    A Feb S307 104
    B Jan S307 111
    B Feb S307 87
    C Jan S307 109
    C Feb S307 105
    A Jan S308 116
    A Feb S308 101
    B Jan S308 115
    B Feb S308 98
    C Jan S308 110
    C Feb S308 108
    A Jan S309 115
    A Feb S309 101
    B Jan S309 114
    B Feb S309 93
    C Jan S309 108
    C Feb S309 113
    A Jan S310 114
    A Feb S310 101
    B Jan S310 109
    B Feb S310 90
    C Jan S310 107
    C Feb S310 108
    A Jan S311 117
    A Feb S311 101
    B Jan S311 111
    B Feb S311 98
    C Jan S311 107
    C Feb S311 112
    A Jan S312 117
    A Feb S312 96
    B Jan S312 112
    B Feb S312 88
    C Jan S312 104
    C Feb S312 110
    A Jan S313 115
    A Feb S313 105
    B Jan S313 112
    B Feb S313 97
    C Jan S313 101
    C Feb S313 112
    A Jan S314 115
    A Feb S314 108
    B Jan S314 111
    B Feb S314 99
    C Jan S314 106
    C Feb S314 107
    A Jan S315 114
    A Feb S315 94
    B Jan S315 114
    B Feb S315 94
    C Jan S315 102
    C Feb S315 111
    A Jan S316 116
    A Feb S316 97
    B Jan S316 111
    B Feb S316 94
    C Jan S316 108
    C Feb S316 112
    A Jan S317 116
    A Feb S317 104
    B Jan S317 113
    B Feb S317 103
    C Jan S317 109
    C Feb S317 107
    A Jan S318 116
    A Feb S318 101
    B Jan S318 113
    B Feb S318 102
    C Jan S318 106
    C Feb S318 110
    A Jan S319 116
    A Feb S319 101
    B Jan S319 110
    B Feb S319 92
    C Jan S319 116
    C Feb S319 108
    A Jan S320 116
    A Feb S320 100
    B Jan S320 112
    B Feb S320 99
    C Jan S320 105
    C Feb S320 113
    A Jan S321 115
    A Feb S321 99
    B Jan S321 112
    B Feb S321 95
    C Jan S321 110
    C Feb S321 108
    A Jan S322 115
    A Feb S322 106
    B Jan S322 106
    B Feb S322 91
    C Jan S322 102
    C Feb S322 111
    A Jan S323 116
    A Feb S323 101
    B Jan S323 111
    B Feb S323 98
    C Jan S323 111
    C Feb S323 110
    A Jan S324 115
    A Feb S324 101
    B Jan S324 111
    B Feb S324 94
    C Jan S324 105
    C Feb S324 107
    A Jan S325 116
    A Feb S325 91
    B Jan S325 110
    B Feb S325 102
    C Jan S325 107
    C Feb S325 112
    A Jan S326 116
    A Feb S326 97
    B Jan S326 111
    B Feb S326 101
    C Jan S326 104
    C Feb S326 109
    A Jan S327 117
    A Feb S327 105
    B Jan S327 109
    B Feb S327 97
    C Jan S327 102
    C Feb S327 111
    A Jan S328 115
    A Feb S328 93
    B Jan S328 113
    B Feb S328 99
    C Jan S328 101
    C Feb S328 111
    A Jan S329 116
    A Feb S329 99
    B Jan S329 115
    B Feb S329 105
    C Jan S329 109
    C Feb S329 108
    A Jan S330 115
    A Feb S330 106
    B Jan S330 113
    B Feb S330 101
    C Jan S330 116
    C Feb S330 104
    A Jan S331 115
    A Feb S331 105
    B Jan S331 114
    B Feb S331 101
    C Jan S331 104
    C Feb S331 115
    A Jan S332 118
    A Feb S332 111
    B Jan S332 114
    B Feb S332 112
    C Jan S332 115
    C Feb S332 106
    A Jan S333 115
    A Feb S333 108
    B Jan S333 113
    B Feb S333 111
    C Jan S333 103
    C Feb S333 110
    A Jan S334 115
    A Feb S334 118
    B Jan S334 114
    B Feb S334 106
    C Jan S334 105
    C Feb S334 103
    A Jan S335 114
    A Feb S335 93
    B Jan S335 110
    B Feb S335 92
    C Jan S335 100
    C Feb S335 109
    A Jan S336 120
    A Feb S336 96
    B Jan S336 114
    B Feb S336 103
    C Jan S336 112
    C Feb S336 117
    A Jan S337 116
    A Feb S337 98
    B Jan S337 110
    B Feb S337 98
    C Jan S337 103
    C Feb S337 111
    A Jan S338 117
    A Feb S338 102
    B Jan S338 112
    B Feb S338 99
    C Jan S338 103
    C Feb S338 112
    A Jan S339 116
    A Feb S339 94
    B Jan S339 111
    B Feb S339 97
    C Jan S339 110
    C Feb S339 112
    A Jan S340 114
    A Feb S340 103
    B Jan S340 113
    B Feb S340 94
    C Jan S340 110
    C Feb S340 104
    A Jan S341 116
    A Feb S341 113
    B Jan S341 111
    B Feb S341 103
    C Jan S341 101
    C Feb S341 110
    A Jan S342 117
    A Feb S342 99
    B Jan S342 115
    B Feb S342 114
    C Jan S342 104
    C Feb S342 108
    A Jan S343 114
    A Feb S343 101
    B Jan S343 112
    B Feb S343 98
    C Jan S343 106
    C Feb S343 107
    A Jan S344 116
    A Feb S344 101
    B Jan S344 111
    B Feb S344 101
    C Jan S344 107
    C Feb S344 109
    A Jan S345 115
    A Feb S345 105
    B Jan S345 113
    B Feb S345 100
    C Jan S345 108
    C Feb S345 108
    A Jan S346 114
    A Feb S346 94
    B Jan S346 113
    B Feb S346 117
    C Jan S346 99
    C Feb S346 111
    A Jan S347 115
    A Feb S347 103
    B Jan S347 113
    B Feb S347 105
    C Jan S347 104
    C Feb S347 110
    A Jan S348 116
    A Feb S348 94
    B Jan S348 111
    B Feb S348 105
    C Jan S348 112
    C Feb S348 111
    A Jan S349 116
    A Feb S349 96
    B Jan S349 113
    B Feb S349 103
    C Jan S349 109
    C Feb S349 114
    A Jan S350 116
    A Feb S350 105
    B Jan S350 114
    B Feb S350 103
    C Jan S350 105
    C Feb S350 109
    A Jan S351 115
    A Feb S351 102
    B Jan S351 115
    B Feb S351 99
    C Jan S351 110
    C Feb S351 107
    A Jan S352 115
    A Feb S352 100
    B Jan S352 109
    B Feb S352 104
    C Jan S352 103
    C Feb S352 111
    A Jan S353 113
    A Feb S353 94
    B Jan S353 113
    B Feb S353 103
    C Jan S353 100
    C Feb S353 108
    A Jan S354 116
    A Feb S354 101
    B Jan S354 110
    B Feb S354 102
    C Jan S354 106
    C Feb S354 109
    A Jan S355 116
    A Feb S355 94
    B Jan S355 115
    B Feb S355 109
    C Jan S355 111
    C Feb S355 110
    A Jan S356 115
    A Feb S356 93
    B Jan S356 110
    B Feb S356 98
    C Jan S356 102
    C Feb S356 112
    A Jan S357 116
    A Feb S357 101
    B Jan S357 114
    B Feb S357 94
    C Jan S357 112
    C Feb S357 109
    A Jan S358 115
    A Feb S358 94
    B Jan S358 114
    B Feb S358 113
    C Jan S358 107
    C Feb S358 111
    A Jan S359 115
    A Feb S359 105
    B Jan S359 111
    B Feb S359 97
    C Jan S359 103
    C Feb S359 107
    A Jan S360 115
    A Feb S360 101
    B Jan S360 115
    B Feb S360 96
    C Jan S360 111
    C Feb S360 107
    A Jan S361 116
    A Feb S361 95
    B Jan S361 112
    B Feb S361 104
    C Jan S361 106
    C Feb S361 110
    A Jan S362 116
    A Feb S362 101
    B Jan S362 115
    B Feb S362 96
    C Jan S362 113
    C Feb S362 109
    A Jan S363 116
    A Feb S363 111
    B Jan S363 114
    B Feb S363 101
    C Jan S363 108
    C Feb S363 108
    A Jan S364 116
    A Feb S364 103
    B Jan S364 112
    B Feb S364 101
    C Jan S364 105
    C Feb S364 110
    A Jan S365 115
    A Feb S365 116
    B Jan S365 108
    B Feb S365 102
    C Jan S365 103
    C Feb S365 102
    A Jan S366 115
    A Feb S366 100
    B Jan S366 109
    B Feb S366 106
    C Jan S366 97
    C Feb S366 110
    A Jan S367 115
    A Feb S367 114
    B Jan S367 111
    B Feb S367 101
    C Jan S367 102
    C Feb S367 105
    A Jan S368 115
    A Feb S368 103
    B Jan S368 111
    B Feb S368 120
    C Jan S368 95
    C Feb S368 108
    A Jan S369 116
    A Feb S369 102
    B Jan S369 112
    B Feb S369 103
    C Jan S369 103
    C Feb S369 116
    A Jan S370 115
    A Feb S370 96
    B Jan S370 113
    B Feb S370 120
    C Jan S370 103
    C Feb S370 103
    A Jan S371 116
    A Feb S371 106
    B Jan S371 112
    B Feb S371 102
    C Jan S371 106
    C Feb S371 110
    A Jan S372 115
    A Feb S372 101
    B Jan S372 111
    B Feb S372 109
    C Jan S372 105
    C Feb S372 106
    A Jan S373 116
    A Feb S373 105
    B Jan S373 112
    B Feb S373 94
    C Jan S373 105
    C Feb S373 116
    A Jan S374 116
    A Feb S374 103
    B Jan S374 112
    B Feb S374 91
    C Jan S374 106
    C Feb S374 113
    A Jan S375 115
    A Feb S375 92
    B Jan S375 113
    B Feb S375 96
    C Jan S375 103
    C Feb S375 115
    A Jan S376 115
    A Feb S376 100
    B Jan S376 111
    B Feb S376 91
    C Jan S376 105
    C Feb S376 112
    A Jan S377 115
    A Feb S377 103
    B Jan S377 113
    B Feb S377 103
    C Jan S377 107
    C Feb S377 102
    A Jan S378 114
    A Feb S378 97
    B Jan S378 112
    B Feb S378 101
    C Jan S378 106
    C Feb S378 109
    A Jan S379 114
    A Feb S379 96
    B Jan S379 111
    B Feb S379 96
    C Jan S379 110
    C Feb S379 106
    A Jan S380 117
    A Feb S380 108
    B Jan S380 112
    B Feb S380 108
    C Jan S380 108
    C Feb S380 108
    A Jan S381 115
    A Feb S381 93
    B Jan S381 112
    B Feb S381 108
    C Jan S381 107
    C Feb S381 110
    A Jan S382 117
    A Feb S382 104
    B Jan S382 114
    B Feb S382 97
    C Jan S382 116
    C Feb S382 109
    A Jan S383 115
    A Feb S383 99
    B Jan S383 109
    B Feb S383 97
    C Jan S383 92
    C Feb S383 111
    A Jan S384 117
    A Feb S384 106
    B Jan S384 114
    B Feb S384 102
    C Jan S384 103
    C Feb S384 109
    A Jan S385 115
    A Feb S385 106
    B Jan S385 112
    B Feb S385 92
    C Jan S385 106
    C Feb S385 112
    A Jan S386 116
    A Feb S386 97
    B Jan S386 111
    B Feb S386 100
    C Jan S386 105
    C Feb S386 111
    A Jan S387 116
    A Feb S387 108
    B Jan S387 112
    B Feb S387 97
    C Jan S387 118
    C Feb S387 108
    A Jan S388 115
    A Feb S388 100
    B Jan S388 113
    B Feb S388 107
    C Jan S388 104
    C Feb S388 105
    A Jan S389 119
    A Feb S389 111
    B Jan S389 114
    B Feb S389 104
    C Jan S389 111
    C Feb S389 112
    A Jan S390 114
    A Feb S390 99
    B Jan S390 113
    B Feb S390 80
    C Jan S390 109
    C Feb S390 109
    A Jan S391 115
    A Feb S391 109
    B Jan S391 113
    B Feb S391 100
    C Jan S391 110
    C Feb S391 99
    A Jan S392 116
    A Feb S392 106
    B Jan S392 117
    B Feb S392 99
    C Jan S392 111
    C Feb S392 109
    A Jan S393 115
    A Feb S393 98
    B Jan S393 115
    B Feb S393 99
    C Jan S393 110
    C Feb S393 110
    A Jan S394 116
    A Feb S394 92
    B Jan S394 113
    B Feb S394 97
    C Jan S394 106
    C Feb S394 112
    A Jan S395 116
    A Feb S395 104
    B Jan S395 109
    B Feb S395 100
    C Jan S395 110
    C Feb S395 106
    A Jan S396 115
    A Feb S396 104
    B Jan S396 112
    B Feb S396 104
    C Jan S396 105
    C Feb S396 111
    A Jan S397 114
    A Feb S397 105
    B Jan S397 113
    B Feb S397 95
    C Jan S397 111
    C Feb S397 105
    A Jan S398 116
    A Feb S398 99
    B Jan S398 110
    B Feb S398 99
    C Jan S398 100
    C Feb S398 107
    A Jan S399 116
    A Feb S399 95
    B Jan S399 110
    B Feb S399 101
    C Jan S399 105
    C Feb S399 113
    A Jan S400 115
    A Feb S400 107
    B Jan S400 112
    B Feb S400 92
    C Jan S400 107
    C Feb S400 107
;

param p :=
    S1 0.0025
    S2 0.0025
    S3 0.0025
    S4 0.0025
    S5 0.0025
    S6 0.0025
    S7 0.0025
    S8 0.0025
    S9 0.0025
    S10 0.0025
    S11 0.0025
    S12 0.0025
    S13 0.0025
    S14 0.0025
    S15 0.0025
    S16 0.0025
    S17 0.0025
    S18 0.0025
    S19 0.0025
    S20 0.0025
    S21 0.0025
    S22 0.0025
    S23 0.0025
    S24 0.0025
    S25 0.0025
    S26 0.0025
    S27 0.0025
    S28 0.0025
    S29 0.0025
    S30 0.0025
    S31 0.0025
    S32 0.0025
    S33 0.0025
    S34 0.0025
    S35 0.0025
    S36 0.0025
    S37 0.0025
    S38 0.0025
    S39 0.0025
    S40 0.0025
    S41 0.0025
    S42 0.0025
    S43 0.0025
    S44 0.0025
    S45 0.0025
    S46 0.0025
    S47 0.0025
    S48 0.0025
    S49 0.0025
    S50 0.0025
    S51 0.0025
    S52 0.0025
    S53 0.0025
    S54 0.0025
    S55 0.0025
    S56 0.0025
    S57 0.0025
    S58 0.0025
    S59 0.0025
    S60 0.0025
    S61 0.0025
    S62 0.0025
    S63 0.0025
    S64 0.0025
    S65 0.0025
    S66 0.0025
    S67 0.0025
    S68 0.0025
    S69 0.0025
    S70 0.0025
    S71 0.0025
    S72 0.0025
    S73 0.0025
    S74 0.0025
    S75 0.0025
    S76 0.0025
    S77 0.0025
    S78 0.0025
    S79 0.0025
    S80 0.0025
    S81 0.0025
    S82 0.0025
    S83 0.0025
    S84 0.0025
    S85 0.0025
    S86 0.0025
    S87 0.0025
    S88 0.0025
    S89 0.0025
    S90 0.0025
    S91 0.0025
    S92 0.0025
    S93 0.0025
    S94 0.0025
    S95 0.0025
    S96 0.0025
    S97 0.0025
    S98 0.0025
    S99 0.0025
    S100 0.0025
    S101 0.0025
    S102 0.0025
    S103 0.0025
    S104 0.0025
    S105 0.0025
    S106 0.0025
    S107 0.0025
    S108 0.0025
    S109 0.0025
    S110 0.0025
    S111 0.0025
    S112 0.0025
    S113 0.0025
    S114 0.0025
    S115 0.0025
    S116 0.0025
    S117 0.0025
    S118 0.0025
    S119 0.0025
    S120 0.0025
    S121 0.0025
    S122 0.0025
    S123 0.0025
    S124 0.0025
    S125 0.0025
    S126 0.0025
    S127 0.0025
    S128 0.0025
    S129 0.0025
    S130 0.0025
    S131 0.0025
    S132 0.0025
    S133 0.0025
    S134 0.0025
    S135 0.0025
    S136 0.0025
    S137 0.0025
    S138 0.0025
    S139 0.0025
    S140 0.0025
    S141 0.0025
    S142 0.0025
    S143 0.0025
    S144 0.0025
    S145 0.0025
    S146 0.0025
    S147 0.0025
    S148 0.0025
    S149 0.0025
    S150 0.0025
    S151 0.0025
    S152 0.0025
    S153 0.0025
    S154 0.0025
    S155 0.0025
    S156 0.0025
    S157 0.0025
    S158 0.0025
    S159 0.0025
    S160 0.0025
    S161 0.0025
    S162 0.0025
    S163 0.0025
    S164 0.0025
    S165 0.0025
    S166 0.0025
    S167 0.0025
    S168 0.0025
    S169 0.0025
    S170 0.0025
    S171 0.0025
    S172 0.0025
    S173 0.0025
    S174 0.0025
    S175 0.0025
    S176 0.0025
    S177 0.0025
    S178 0.0025
    S179 0.0025
    S180 0.0025
    S181 0.0025
    S182 0.0025
    S183 0.0025
    S184 0.0025
    S185 0.0025
    S186 0.0025
    S187 0.0025
    S188 0.0025
    S189 0.0025
    S190 0.0025
    S191 0.0025
    S192 0.0025
    S193 0.0025
    S194 0.0025
    S195 0.0025
    S196 0.0025
    S197 0.0025
    S198 0.0025
    S199 0.0025
    S200 0.0025
    S201 0.0025
    S202 0.0025
    S203 0.0025
    S204 0.0025
    S205 0.0025
    S206 0.0025
    S207 0.0025
    S208 0.0025
    S209 0.0025
    S210 0.0025
    S211 0.0025
    S212 0.0025
    S213 0.0025
    S214 0.0025
    S215 0.0025
    S216 0.0025
    S217 0.0025
    S218 0.0025
    S219 0.0025
    S220 0.0025
    S221 0.0025
    S222 0.0025
    S223 0.0025
    S224 0.0025
    S225 0.0025
    S226 0.0025
    S227 0.0025
    S228 0.0025
    S229 0.0025
    S230 0.0025
    S231 0.0025
    S232 0.0025
    S233 0.0025
    S234 0.0025
    S235 0.0025
    S236 0.0025
    S237 0.0025
    S238 0.0025
    S239 0.0025
    S240 0.0025
    S241 0.0025
    S242 0.0025
    S243 0.0025
    S244 0.0025
    S245 0.0025
    S246 0.0025
    S247 0.0025
    S248 0.0025
    S249 0.0025
    S250 0.0025
    S251 0.0025
    S252 0.0025
    S253 0.0025
    S254 0.0025
    S255 0.0025
    S256 0.0025
    S257 0.0025
    S258 0.0025
    S259 0.0025
    S260 0.0025
    S261 0.0025
    S262 0.0025
    S263 0.0025
    S264 0.0025
    S265 0.0025
    S266 0.0025
    S267 0.0025
    S268 0.0025
    S269 0.0025
    S270 0.0025
    S271 0.0025
    S272 0.0025
    S273 0.0025
    S274 0.0025
    S275 0.0025
    S276 0.0025
    S277 0.0025
    S278 0.0025
    S279 0.0025
    S280 0.0025
    S281 0.0025
    S282 0.0025
    S283 0.0025
    S284 0.0025
    S285 0.0025
    S286 0.0025
    S287 0.0025
    S288 0.0025
    S289 0.0025
    S290 0.0025
    S291 0.0025
    S292 0.0025
    S293 0.0025
    S294 0.0025
    S295 0.0025
    S296 0.0025
    S297 0.0025
    S298 0.0025
    S299 0.0025
    S300 0.0025
    S301 0.0025
    S302 0.0025
    S303 0.0025
    S304 0.0025
    S305 0.0025
    S306 0.0025
    S307 0.0025
    S308 0.0025
    S309 0.0025
    S310 0.0025
    S311 0.0025
    S312 0.0025
    S313 0.0025
    S314 0.0025
    S315 0.0025
    S316 0.0025
    S317 0.0025
    S318 0.0025
    S319 0.0025
    S320 0.0025
    S321 0.0025
    S322 0.0025
    S323 0.0025
    S324 0.0025
    S325 0.0025
    S326 0.0025
    S327 0.0025
    S328 0.0025
    S329 0.0025
    S330 0.0025
    S331 0.0025
    S332 0.0025
    S333 0.0025
    S334 0.0025
    S335 0.0025
    S336 0.0025
    S337 0.0025
    S338 0.0025
    S339 0.0025
    S340 0.0025
    S341 0.0025
    S342 0.0025
    S343 0.0025
    S344 0.0025
    S345 0.0025
    S346 0.0025
    S347 0.0025
    S348 0.0025
    S349 0.0025
    S350 0.0025
    S351 0.0025
    S352 0.0025
    S353 0.0025
    S354 0.0025
    S355 0.0025
    S356 0.0025
    S357 0.0025
    S358 0.0025
    S359 0.0025
    S360 0.0025
    S361 0.0025
    S362 0.0025
    S363 0.0025
    S364 0.0025
    S365 0.0025
    S366 0.0025
    S367 0.0025
    S368 0.0025
    S369 0.0025
    S370 0.0025
    S371 0.0025
    S372 0.0025
    S373 0.0025
    S374 0.0025
    S375 0.0025
    S376 0.0025
    S377 0.0025
    S378 0.0025
    S379 0.0025
    S380 0.0025
    S381 0.0025
    S382 0.0025
    S383 0.0025
    S384 0.0025
    S385 0.0025
    S386 0.0025
    S387 0.0025
    S388 0.0025
    S389 0.0025
    S390 0.0025
    S391 0.0025
    S392 0.0025
    S393 0.0025
    S394 0.0025
    S395 0.0025
    S396 0.0025
    S397 0.0025
    S398 0.0025
    S399 0.0025
    S400 0.0025
;
